,text,polarity
3466,متحف جميل ومميز 🤩 النظافة ممتازة جداً المكان ١٠١٠ ورسوم الدخول مناسبة 👌🏼,Neutral
3467,متحف السلام تميز في الفكرة لان السلام هو من الإسلام والإسلام هو السلام,Neutral
3468,انصح بالزيارة تجربة مفيده و ممتعة و الدخول ٥٠ ربال بس يستاهل الشغل نظيف و مرتب و امن,Positive
3469,خيارات المطاعم محدوده جدًا لكن المكان جميل,Neutral
3470,مدينة تاريخية  يقال أنها كانت لقوم صالح عليه السلام,Positive
3471,مكان راقي وبه فعاليات رائعة وبارك سيارات واسع,Neutral
3472,جبل القارة معالم رائع من معالم الاحساء والخليج العربي البارزة وفي الموقع متسع للتطوير بحيث يثم الاستفادة من المساحة الاكبر من المغاراة التي لازالت مهملة داخل الجبل بحيث يتم توفير مطعم ومقاهي ومتحف تراثية وربما منطقة تراثية لمرح الاطفال,Negative
3473,جميل جدا  أنصح بالزيارة قبل غروب الشمس والبقاء إلى العشاء,Neutral
3474,من اشهر معالم المنطقة السياحية بامتياز وجهة ساحرة لعشاق المغامرة جمال الطبيعة والتاريخ العريق الذي يروي العديد من القصص التاريخية عن سكان تلك المنطقة على مر العصور,Negative
3475,شوي,Positive
3476,باعوض شبه مهجورة,Positive
3477,جبل قاره بالأحساء مكان سياحي جميل,Positive
3478,للاسف متسخ جدا جدا رغم وجود اسواق اسعار جمله ولكن بيئة غير صحيه ابدا  عكس بلد الطائف 👍,Positive
3479,خدمات وجهود جباره يشكرون عليها,Positive
3480,مكان رائع مع اطلاله بحر جميله ولكن ينقصه الفعاليات 👌🏻🎈,Neutral
3481,مغلقة للتطوير,Positive
3482,جميل بس لاتوجد مناظر حلوه يمكن مشاهدتها,Neutral
3483,اله تحديد مواقيت الصلاة والزراعة وتوقيت لتوزيع مياه العين على المزارع قديماً,Positive
3484,برغم انها كانت تجربة مرعبة ومحفوفة بالمخاطر ولكنها تجربة جميلة و مزهلة و ممتعة احببتها كثيرا ساكررها حين عودتي للطائف مرة اخرى,Positive
3485,بكل بساطه المتحف جداً رائع واستغرب ان اغلب الزوار من الاجانب  مع العلم ان بعض السعوديين يرحون متاحف اذا سافرو خارج المملكة والحقيقة أن تسويقهم ضعيف  انا عرفته عن طريق صديق,Positive
3486,مكان راقى جدا ومطاعم متنوعه,Positive
3487,يعود بك لأيام الآباء والاجداد آلجميلة,Positive
3488,حيوانات قليلة جدا ولا يوجد إهتمام مكثف  نظافة ممتازة جدا 🌹,Neutral
3489,مكان جميل ورايق منظم نظيف يشكرون على الاهتمام منظر الطيور جميل جداً وكذلك البحيرة شي مميز صراحة,Neutral
3490,اقدم أحياء جده لمن يحب التراث,Positive
3491,من اهم المعالم بشرقية ضروري الكل يزوره مكان جميل من جد 👍🏻👍🏻,Neutral
3492,حديقه جميله جدا ورائعه ماشاء الله انصحكم بزيارتها,Positive
3493,المهرجان جميل وممتع جداً انصحكم بالذهاب إليه,Positive
3494,جميله جدا جدا,Positive
3495,جيد  والعلا تحتاج لمتحف اكبر من ذلك بكثير لتغطية الأحداث والحضارات التاريخية المتعاقبة بالعلا,Neutral
3496,حلو مرتب ضيافه استقبال كل مره  حلو,Positive
3497,لايوجد جديد,Positive
3498,حلوه للأطفال وفيها جلسات مطعم مرموقه انصح بزيارتها والسعر ١١ ريال للشخص الواحد والاطفال دون ٣ سنوات مجاني,Neutral
3499,المتحف جميل جدا الدخول للمتحف مجانا اما الحديقة الخلفية الدخول  ريال للفرد والاطفال اقل من  سنه مجانا يوجد بالحديقة كوشكات الطعام وكذلك سكة حديد الحجاز والقطار كنت اتمنى انهم مايجددون القطار وكذلك توجد ورشة القطار وكذلك بعض المباني من عهد الدولة العثمانية,Negative
3500,شتاء جميل,Positive
3501,جيده نوعا ما المعارض التي بها قليلة ارجوا الاهتمام بها لابد ان تكون اسم على مسمى,Neutral
3502,ممتاز ومنظم,Neutral
3503,المكان جميل بكوفيهات ومطاعم ومحلات وممشى قصير يوجد به مواقف  ولم أرى دورات مياه,Neutral
3504,المكان جميل مره بس ينقص اهتمام شوية دورات مياة  نفايات نظافه تنظيم يطلع مكان جميل,Neutral
3505,جميل زيارته  الدخول له ب ٥٠ ريال,Positive
3506,مكان ممتع لتنزهة العائلات ويقدم خيارات متعددة من الفعاليات و الالعاب,Neutral
3507,موقع مهمل جدا والقلعة مهملة ولا انصح بالذهاب اليها,Positive
3508,جميل ولكن سعر الدخول يحتاج إعادة تقيم بالنسبة للجولة ومدتها,Positive
3509,هذا رائع,Positive
3510,حديقة الحيوان  من أجمل الاماكن في مدينة الرياض التي يجب على كل من يقيم في هذه المدينة الجميلة زيارتها,Positive
3511,جدة التاريخية وتعرف محلياً بإسم جدة البلد تقع في وسط مدينة جدة ويعود تاريخها حسب بعض المصادر إلى عصور ماقبل الإسلام وأن نقطة التحول في تاريخها كانت في عهد الخليفة الراشد عثمان بن عفان ر ضي الله عنه عندما اتخذها ميناءً لمكة المكرمة في عام  ه الموافق,Neutral
3512,متحف الشريف من أهم المتاحف في المملكة العربية السعودية انصح الجميع بزيارته,Positive
3513,المكان جدا جميل,Positive
3514,تلفريك الهدا جميل ولكن الأسعار مرتفعة عن الأعوام السابقة نرجوا مراجعة الأسعار وتخفيضها حيث أن تذكرة الذهاب والعودة للشخص الواحد  ريال,Neutral
3515,جميل المكان لكن صغير والمحلات قليل,Positive
3516,منطقة جده التاريخيه  جدة القديمه,Positive
3517,ممتعه جدا  دخلنا غرفه الكابوس وصراحه شي رهيب,Positive
3518,رائع للعوائل والأفراد  راحه نفسيه منظم ومرتب ومناظر جميله,Neutral
3519,مكان رائع قضاء يوم عائلي من يأتي المملكة يفوته الكثير اذا لم يأت التلفريك ألعاب مائية للشباب والاطفال,Neutral
3520,تم ترميمه بشكل رائع,Positive
3521,جميلة جداً تنوع في المطاعم والمحلات,Positive
3522,مكان غاية بالجمال وجودي كان المكان تحت التطوير بالعموم المكان حياة لابد من يأتي الى جدة ان يزوره طبعا المكان فيه جزء منه مزار عادي للمباني والزقاق وجزء منه سوق ومحلات عامة يستاهل الزيارة,Positive
3523,هل يوجد فعالية في اليوم الوطني,Positive
3524,جميلة جدا و تحتاج لعمل  و فعاليات اكثر فيه مجال اكبر للتطوير,Neutral
3525,سد مثله مثل اي سد لتجمع المياه لايستحق المشاهده,Positive
3526,مكان جبار لكل من حاب يجرب شي جديد و مميز المناظر من التلفريك وخرافية,Positive
